dt,high
2015-01-20,106.38
2015-01-21,109.45
2015-01-22,114.12
2015-01-23,114.32
2015-01-26,112.0
2015-01-27,111.25
2015-01-28,110.88
2015-01-29,109.58
2015-01-30,109.39
2015-02-02,107.34
2015-02-03,108.0
2015-02-04,108.74
2015-02-05,109.81
2015-02-06,109.4
2015-02-09,107.24
2015-02-10,109.46
2015-02-11,110.06
2015-02-12,110.78
2015-02-13,109.8399
2015-02-17,109.73
2015-02-18,110.22
2015-02-19,110.36
2015-02-20,112.82
2015-02-23,116.49
2015-02-24,116.58
2015-02-25,115.82
2015-02-26,114.62
2015-02-27,114.25
2015-03-02,114.85
2015-03-03,114.49
2015-03-04,113.965
2015-03-05,115.72
2015-03-06,115.16
2015-03-09,114.96
2015-03-10,114.41
2015-03-11,113.59
2015-03-12,115.05
2015-03-13,115.39
2015-03-16,118.69
2015-03-17,118.13
2015-03-18,120.52
2015-03-19,121.1
2015-03-20,121.53
2015-03-23,120.48
2015-03-24,119.64
2015-03-25,119.75
2015-03-26,117.21
2015-03-27,118.22
2015-03-30,123.76
2015-03-31,120.93
2015-04-01,119.52
2015-04-02,118.38
2015-04-06,118.52
2015-04-07,119.829
2015-04-08,118.833
2015-04-09,118.76
2015-04-10,119.098
2015-04-13,121.31
2015-04-14,120.18
2015-04-15,120.74
2015-04-16,122.32
2015-04-17,121.05
2015-04-20,120.33
2015-04-21,119.63
2015-04-22,119.94
2015-04-23,118.58
2015-04-24,119.09
2015-04-27,119.41
2015-04-28,117.74
2015-04-29,117.32
2015-04-30,114.33
2015-05-01,113.66
2015-05-04,114.925
2015-05-05,114.28
2015-05-06,114.4899
2015-05-07,115.14
2015-05-08,116.59
2015-05-11,115.79
2015-05-12,115.08
2015-05-13,116.3
2015-05-14,118.62
2015-05-15,119.35
2015-05-18,119.98
2015-05-19,121.13
2015-05-20,121.85
2015-05-21,120.84
2015-05-22,120.78
2015-05-26,119.59
2015-05-27,119.85
2015-05-28,119.815
2015-05-29,121.62
2015-06-01,120.56
2015-06-02,119.68
2015-06-03,118.99
2015-06-04,117.97
2015-06-05,116.7491
2015-06-08,117.67
2015-06-09,117.38
2015-06-10,118.88
2015-06-11,119.94
2015-06-12,119.0
2015-06-15,120.88
2015-06-16,122.18
2015-06-17,122.2
2015-06-18,121.38
2015-06-19,120.88
2015-06-22,122.23
2015-06-23,122.77
2015-06-24,123.0
2015-06-25,123.41
2015-06-26,124.11
2015-06-29,123.03
2015-06-30,122.94
2015-07-01,123.65
2015-07-02,123.88
2015-07-06,123.1
2015-07-07,122.8
2015-07-08,119.99
2015-07-09,120.56
2015-07-10,122.7525
2015-07-13,123.75
2015-07-14,125.2
2015-07-15,126.05
2015-07-16,125.4999
2015-07-17,124.98
2015-07-20,124.225
2015-07-21,122.72
2015-07-22,121.24
2015-07-23,121.68
2015-07-24,119.72
2015-07-27,118.09
2015-07-28,121.57
2015-07-29,122.11
2015-07-30,121.92
2015-07-31,122.72
2015-08-03,122.17
2015-08-04,121.62899999999999
2015-08-05,124.24
2015-08-06,124.64
2015-08-07,121.86
2015-08-10,123.34
2015-08-11,123.02
2015-08-12,121.78
2015-08-13,121.99
2015-08-14,121.18
2015-08-17,123.949
2015-08-18,126.21
2015-08-19,124.99
2015-08-20,122.42
2015-08-21,118.8
2015-08-24,114.9899
2015-08-25,114.59
2015-08-26,113.83
2015-08-27,117.83
2015-08-28,117.84
2015-08-31,118.78
2015-09-01,114.22
2015-09-02,114.6
2015-09-03,115.92
2015-09-04,113.07
2015-09-08,116.21
2015-09-09,117.72
2015-09-10,117.94
2015-09-11,118.87
2015-09-14,119.44
2015-09-15,120.61
2015-09-16,121.36
2015-09-17,125.12
2015-09-18,123.77
2015-09-21,124.27
2015-09-22,123.79
2015-09-23,124.21
2015-09-24,122.63
2015-09-25,122.41
2015-09-28,115.82
2015-09-29,114.86
2015-09-30,116.9214
2015-10-01,116.71
2015-10-02,118.85
2015-10-05,120.34
2015-10-06,119.6
2015-10-07,116.81
2015-10-08,116.94
2015-10-09,119.47
2015-10-12,123.07
2015-10-13,125.99
2015-10-14,125.0
2015-10-15,120.5
2015-10-16,120.85
2015-10-19,120.91
2015-10-20,121.57
2015-10-21,120.8
2015-10-22,119.03
2015-10-23,116.62
2015-10-26,117.0
2015-10-27,119.52
2015-10-28,120.14
2015-10-29,121.67
2015-10-30,120.37
2015-11-02,119.95
2015-11-03,118.46
2015-11-04,117.75
2015-11-05,116.77
2015-11-06,115.8
2015-11-09,114.64
2015-11-10,116.2
2015-11-11,116.86
2015-11-12,114.74
2015-11-13,113.02
2015-11-16,114.14
2015-11-17,115.44
2015-11-18,117.53
2015-11-19,113.71
2015-11-20,114.44
2015-11-23,114.49
2015-11-24,113.45
2015-11-25,115.05
2015-11-27,115.9
2015-11-30,114.815
2015-12-01,116.37
2015-12-02,119.38
2015-12-03,118.28
2015-12-04,118.2499
2015-12-07,117.89
2015-12-08,116.3499
2015-12-09,116.815
2015-12-10,117.05
2015-12-11,117.34
2015-12-14,116.74
2015-12-15,118.5
2015-12-16,119.76
2015-12-17,121.09
2015-12-18,118.86
2015-12-21,117.77
2015-12-22,118.34
2015-12-23,118.83
2015-12-24,119.18
2015-12-28,118.61
2015-12-29,120.41
2015-12-30,120.11
2015-12-31,119.3699
2016-01-04,116.91
2016-01-05,117.89
2016-01-06,116.65
2016-01-07,114.09
2016-01-08,113.0
2016-01-11,110.62
2016-01-12,113.13
2016-01-13,113.035
2016-01-14,111.8
2016-01-15,110.65
2016-01-19,114.16
2016-01-20,115.74
2016-01-21,115.48
2016-01-22,115.15
2016-01-25,115.31
2016-01-26,114.18
2016-01-27,114.81
2016-01-28,113.25
2016-01-29,115.08
2016-02-01,116.15
2016-02-02,115.39
2016-02-03,114.37
2016-02-04,114.55
2016-02-05,114.205
2016-02-08,111.12
2016-02-09,112.28
2016-02-10,114.48
2016-02-11,111.69
2016-02-12,111.91
2016-02-16,115.27
2016-02-17,118.39
2016-02-18,120.0
2016-02-19,118.55
2016-02-22,122.14
2016-02-23,121.8
2016-02-24,120.32
2016-02-25,121.23
2016-02-26,122.26
2016-02-29,121.82
2016-03-01,122.22
2016-03-02,121.84
2016-03-03,121.86
2016-03-04,122.19
2016-03-07,122.74
2016-03-08,122.32
2016-03-09,122.12
2016-03-10,122.7599
2016-03-11,125.32
2016-03-14,126.02
2016-03-15,125.47
2016-03-16,125.55
2016-03-17,124.96
2016-03-18,127.08
2016-03-21,127.0
2016-03-22,128.815
2016-03-23,130.35
2016-03-24,130.32
2016-03-28,129.5
2016-03-29,130.09
2016-03-30,131.105
2016-03-31,129.97
2016-04-01,130.44
2016-04-04,130.7
2016-04-05,129.46
2016-04-06,128.42
2016-04-07,128.44
2016-04-08,128.15
2016-04-11,126.94
2016-04-12,127.36
2016-04-13,128.66
2016-04-14,128.57
2016-04-15,128.06
2016-04-18,128.03
2016-04-19,131.3
2016-04-20,135.11
2016-04-21,134.0
2016-04-22,134.33
2016-04-25,134.07
2016-04-26,134.61
2016-04-27,134.58
2016-04-28,134.39
2016-04-29,131.88
2016-05-02,132.93
2016-05-03,133.23
2016-05-04,132.41
2016-05-05,133.28
2016-05-06,132.28
2016-05-09,133.59
2016-05-10,133.6
2016-05-11,134.0
2016-05-12,131.2899
2016-05-13,130.03
2016-05-16,130.86
2016-05-17,131.22
2016-05-18,131.27
2016-05-19,131.12
2016-05-20,131.79
2016-05-23,131.2
2016-05-24,132.99
2016-05-25,134.3
2016-05-26,133.96
2016-05-27,134.53
2016-05-31,134.75
2016-06-01,134.85
2016-06-02,136.15
2016-06-03,137.12
2016-06-06,138.39
2016-06-07,138.5
2016-06-08,140.89
2016-06-09,140.87
2016-06-10,140.39
2016-06-13,140.13
2016-06-14,138.25799999999998
2016-06-15,138.17
2016-06-16,138.89
2016-06-17,138.85
2016-06-20,139.84
2016-06-21,139.23
2016-06-22,139.54
2016-06-23,139.975
2016-06-24,138.62
2016-06-27,137.39
2016-06-28,139.09
2016-06-29,140.68
2016-06-30,141.31
2016-07-01,141.79
2016-07-05,141.91
2016-07-06,142.96
2016-07-07,142.66
2016-07-08,141.78
2016-07-11,141.6
2016-07-12,140.95
2016-07-13,141.59
2016-07-14,142.85
2016-07-15,142.78
2016-07-18,141.9
2016-07-19,142.63
2016-07-20,144.48
2016-07-21,143.73
2016-07-22,144.049
2016-07-25,143.89
2016-07-26,142.185
2016-07-27,142.34
2016-07-28,143.03
2016-07-29,143.895
2016-08-01,144.16
2016-08-02,143.97
2016-08-03,143.6199
2016-08-04,143.476
2016-08-05,143.5399
2016-08-08,143.07
2016-08-09,143.13
2016-08-10,142.34
2016-08-11,143.059
2016-08-12,143.14
2016-08-15,143.11
2016-08-16,141.61
2016-08-17,141.91
2016-08-18,142.84
2016-08-19,142.25
2016-08-22,143.0
2016-08-23,142.87
2016-08-24,142.08
2016-08-25,139.87
2016-08-26,138.3
2016-08-29,138.04
2016-08-30,137.69
2016-08-31,136.82
2016-09-01,136.98
2016-09-02,136.78
2016-09-06,136.85
2016-09-07,135.96
2016-09-08,135.62
2016-09-09,135.15
2016-09-12,135.72
2016-09-13,135.53
2016-09-14,134.69
2016-09-15,136.09
2016-09-16,138.55
2016-09-19,139.39
2016-09-20,138.53
2016-09-21,139.96
2016-09-22,141.41
2016-09-23,141.78
2016-09-26,140.17
2016-09-27,140.84
2016-09-28,141.71
2016-09-29,140.28
2016-09-30,140.48
2016-10-03,139.72
2016-10-04,139.3599
2016-10-05,138.93
2016-10-06,137.49
2016-10-07,137.55
2016-10-10,138.35
2016-10-11,137.69
2016-10-12,135.72
2016-10-13,134.65
2016-10-14,135.51
2016-10-17,134.43
2016-10-18,143.95
2016-10-19,146.36
2016-10-20,145.88
2016-10-21,145.44
2016-10-24,146.22
2016-10-25,145.38
2016-10-26,143.78
2016-10-27,143.25
2016-10-28,142.35
2016-10-31,141.54
2016-11-01,141.51
2016-11-02,141.23
2016-11-03,140.34
2016-11-04,138.89
2016-11-07,142.44
2016-11-08,143.61
2016-11-09,144.19
2016-11-10,146.57
2016-11-11,147.5
2016-11-14,152.92
2016-11-15,153.96
2016-11-16,153.0
2016-11-17,151.92
2016-11-18,151.66
2016-11-21,150.66
2016-11-22,152.93
2016-11-23,153.74
2016-11-25,154.5
2016-11-28,152.82
2016-11-29,158.1239
2016-11-30,159.76
2016-12-01,161.72
2016-12-02,162.52
2016-12-05,160.67
2016-12-06,158.23
2016-12-07,159.98
2016-12-08,160.24
2016-12-09,160.16
2016-12-12,159.66
2016-12-13,161.7099
2016-12-14,161.8
2016-12-15,161.29
2016-12-16,164.0
2016-12-19,163.94
2016-12-20,163.11
2016-12-21,162.29
2016-12-22,161.88
2016-12-23,163.04
2016-12-27,163.96
2016-12-28,163.25
2016-12-29,162.36
2016-12-30,161.48
2017-01-03,162.27
2017-01-04,162.58
2017-01-05,162.63
2017-01-06,162.94
2017-01-09,162.43
2017-01-10,162.98
2017-01-11,162.94
2017-01-12,162.94
2017-01-13,162.739
2017-01-17,162.97
2017-01-18,161.2
2017-01-19,160.55
2017-01-20,159.8
2017-01-23,159.52
2017-01-24,161.31
2017-01-25,161.98
2017-01-26,163.58
2017-01-27,163.8
2017-01-30,163.46
2017-01-31,162.19
2017-02-01,163.9
2017-02-02,163.25
2017-02-03,162.0
2017-02-06,162.53
2017-02-07,161.68
2017-02-08,160.63
2017-02-09,161.3
2017-02-10,161.59
2017-02-13,162.02
2017-02-14,163.5
2017-02-15,164.89
2017-02-16,164.97
2017-02-17,160.16
2017-02-21,160.815
2017-02-22,161.78
2017-02-23,162.58
2017-02-24,163.09
2017-02-27,165.46
2017-02-28,166.76
2017-03-01,168.6
2017-03-02,168.43
2017-03-03,168.45
2017-03-06,169.35
2017-03-07,169.36
2017-03-08,168.46
2017-03-09,169.07
2017-03-10,170.0
2017-03-13,170.93
2017-03-14,170.18
2017-03-15,171.97
2017-03-16,172.14
2017-03-17,171.54
2017-03-20,170.24
2017-03-21,168.82
2017-03-22,168.38
2017-03-23,166.93
2017-03-24,167.4
2017-03-27,165.11
2017-03-28,166.07
2017-03-29,164.97
2017-03-30,165.93
2017-03-31,165.1
2017-04-03,166.14
2017-04-04,166.45
2017-04-05,167.26
2017-04-06,166.02
2017-04-07,166.5
2017-04-10,167.0
2017-04-11,165.84
2017-04-12,166.42
2017-04-13,165.65
2017-04-17,167.42
2017-04-18,170.25
2017-04-19,171.19
2017-04-20,172.19
2017-04-21,172.62
2017-04-24,173.16
2017-04-25,174.74
2017-04-26,175.65
2017-04-27,176.07
2017-04-28,175.0
2017-05-01,176.14
2017-05-02,175.3684
2017-05-03,174.3
2017-05-04,174.21
2017-05-05,174.88
2017-05-08,174.56
2017-05-09,174.77
2017-05-10,173.64
2017-05-11,173.856
2017-05-12,173.39
2017-05-15,172.0
2017-05-16,171.0
2017-05-17,170.39
2017-05-18,173.98
2017-05-19,172.95
2017-05-22,174.9
2017-05-23,175.52
2017-05-24,176.1
2017-05-25,178.73
2017-05-26,178.89
2017-05-30,178.08
2017-05-31,176.9
2017-06-01,179.5
2017-06-02,179.92
2017-06-05,180.3207
2017-06-06,181.06
2017-06-07,183.47
2017-06-08,183.76
2017-06-09,182.4
2017-06-12,181.82
2017-06-13,181.39
2017-06-14,182.84
2017-06-15,183.5
2017-06-16,182.46
2017-06-19,183.02
2017-06-20,183.42
2017-06-21,185.11
2017-06-22,188.66
2017-06-23,186.27
2017-06-26,185.89
2017-06-27,186.8
2017-06-28,186.31
2017-06-29,186.09
2017-06-30,186.19
2017-07-03,187.53
2017-07-05,188.36
2017-07-06,188.185
2017-07-07,188.43
2017-07-10,188.0
2017-07-11,187.66
2017-07-12,187.3
2017-07-13,187.28
2017-07-14,187.13
2017-07-17,187.245
2017-07-18,187.2
2017-07-19,189.41
2017-07-20,191.92
2017-07-21,193.0
2017-07-24,192.17
2017-07-25,192.45
2017-07-26,191.53
2017-07-27,190.49
2017-07-28,191.24400000000003
2017-07-31,192.61
2017-08-01,193.4
2017-08-02,193.45
2017-08-03,194.96
2017-08-04,196.04
2017-08-07,195.41
2017-08-08,194.99
2017-08-09,195.36
2017-08-10,194.3876
2017-08-11,194.54
2017-08-14,194.75
2017-08-15,195.01
2017-08-16,195.27
2017-08-17,194.24
2017-08-18,193.2
2017-08-21,192.31
2017-08-22,194.96
2017-08-23,194.59
2017-08-24,195.07
2017-08-25,195.54
2017-08-28,195.81
2017-08-29,197.04
2017-08-30,196.88
2017-08-31,199.49
2017-09-01,199.99
2017-09-05,200.44
2017-09-06,199.99
2017-09-07,199.48
2017-09-08,198.86
2017-09-11,200.42
2017-09-12,199.47
2017-09-13,200.76
2017-09-14,198.38
2017-09-15,199.71
2017-09-18,198.82
2017-09-19,198.6
2017-09-20,195.84
2017-09-21,196.13
2017-09-22,195.87
2017-09-25,196.31
2017-09-26,194.36
2017-09-27,195.615
2017-09-28,196.545
2017-09-29,196.09
2017-10-02,197.91
2017-10-03,199.4425
2017-10-04,200.73
2017-10-05,199.93
2017-10-06,199.99
2017-10-09,198.32
2017-10-10,196.43
2017-10-11,196.07
2017-10-12,195.36
2017-10-13,192.71
2017-10-16,193.32
2017-10-17,206.62
2017-10-18,207.8
2017-10-19,205.57
2017-10-20,208.21
2017-10-23,208.45
2017-10-24,208.23
2017-10-25,209.14
2017-10-26,211.7
2017-10-27,212.77
2017-10-30,212.77
2017-10-31,210.52
2017-11-01,212.63
2017-11-02,211.485
2017-11-03,213.83
2017-11-06,213.93
2017-11-07,213.54
2017-11-08,212.925
2017-11-09,211.76
2017-11-10,211.81
2017-11-13,213.535
2017-11-14,212.7
2017-11-15,211.98
2017-11-16,212.01
2017-11-17,211.455
2017-11-20,210.68
2017-11-21,212.85
2017-11-22,212.805
2017-11-24,212.93
2017-11-27,214.25
2017-11-28,216.31
2017-11-29,224.27
2017-11-30,228.75
2017-12-01,229.22
2017-12-04,231.77
2017-12-05,223.7199
2017-12-06,221.96
2017-12-07,220.61
2017-12-08,224.33
2017-12-11,224.82
2017-12-12,223.42
2017-12-13,224.95
2017-12-14,226.97
2017-12-15,223.75
2017-12-18,224.81
2017-12-19,223.79
2017-12-20,224.89
2017-12-21,223.94
2017-12-22,222.35
2017-12-26,220.42
2017-12-27,221.44
2017-12-28,222.79
2017-12-29,223.95
2018-01-02,222.45
2018-01-03,223.81
2018-01-04,226.1
2018-01-05,229.05
2018-01-08,228.59
2018-01-09,226.63
2018-01-10,225.01
2018-01-11,225.92
2018-01-12,229.9
2018-01-16,235.0
2018-01-17,238.96
2018-01-18,243.9
2018-01-19,244.35
2018-01-22,243.795
2018-01-23,246.98
2018-01-24,247.3137
2018-01-25,246.19
2018-01-26,248.735
2018-01-29,250.79
2018-01-30,242.74
2018-01-31,247.0
2018-02-01,237.82
2018-02-02,236.3
2018-02-05,233.11
