dt,open
2010-08-10,154.04
2010-08-11,151.72
2010-08-12,147.81
2010-08-13,149.0
2010-08-16,147.58
2010-08-17,148.68
2010-08-18,148.56
2010-08-19,148.67
2010-08-20,147.44
2010-08-23,148.2
2010-08-24,145.16
2010-08-25,142.81
2010-08-26,144.94
2010-08-27,141.13
2010-08-30,138.83
2010-08-31,136.25
2010-09-01,139.0
2010-09-02,139.93
2010-09-03,141.56
2010-09-07,146.15
2010-09-08,145.38
2010-09-09,149.79
2010-09-10,149.46
2010-09-13,152.32
2010-09-14,153.54
2010-09-15,151.67
2010-09-16,152.28
2010-09-17,152.11
2010-09-20,150.98
2010-09-21,152.1
2010-09-22,149.95
2010-09-23,146.36
2010-09-24,146.25
2010-09-27,147.01
2010-09-28,146.51
2010-09-29,145.02
2010-09-30,145.25
2010-10-01,145.2
2010-10-04,147.7
2010-10-05,147.56
2010-10-06,149.75
2010-10-07,152.11
2010-10-08,151.15
2010-10-11,152.67
2010-10-12,151.3
2010-10-13,156.3
2010-10-14,154.23
2010-10-15,152.69
2010-10-18,150.93
2010-10-19,155.14
2010-10-20,155.88
2010-10-21,159.58
2010-10-22,159.89
2010-10-25,159.36
2010-10-26,156.72
2010-10-27,157.19
2010-10-28,160.86
2010-10-29,162.15
2010-11-01,161.77
2010-11-02,162.06
2010-11-03,163.18
2010-11-04,163.62
2010-11-05,165.99
2010-11-08,169.95
2010-11-09,170.3
2010-11-10,166.31
2010-11-11,165.89
2010-11-12,166.39
2010-11-15,165.68
2010-11-16,165.82
2010-11-17,165.27
2010-11-18,165.67
2010-11-19,167.87
2010-11-22,164.3
2010-11-23,159.1
2010-11-24,158.81
2010-11-26,158.46
2010-11-29,157.49
2010-11-30,158.07
2010-12-01,158.45
2010-12-02,159.16
2010-12-03,161.31
2010-12-06,161.66
2010-12-07,164.25
2010-12-08,161.96
2010-12-09,167.12
2010-12-10,166.32
2010-12-13,168.25
2010-12-14,169.67
2010-12-15,166.64
2010-12-16,165.69
2010-12-17,163.92
2010-12-20,163.74
2010-12-21,166.54
2010-12-22,168.65
2010-12-23,169.1
2010-12-27,166.79
2010-12-28,170.0
2010-12-29,169.4
2010-12-30,168.09
2010-12-31,167.58
2011-01-03,170.55
2011-01-04,173.87
2011-01-05,172.05
2011-01-06,174.51
2011-01-07,172.7
2011-01-10,170.0
2011-01-11,170.5
2011-01-12,169.39
2011-01-13,172.0
2011-01-14,171.19
2011-01-18,174.83
2011-01-19,169.46
2011-01-20,166.55
2011-01-21,165.88
2011-01-24,165.99
2011-01-25,163.05
2011-01-26,161.7
2011-01-27,161.13
2011-01-28,164.16
2011-01-31,161.38
2011-02-01,163.86
2011-02-02,165.15
2011-02-03,164.99
2011-02-04,164.88
2011-02-07,164.79
2011-02-08,167.0
2011-02-09,168.23
2011-02-10,165.27
2011-02-11,165.12
2011-02-14,166.15
2011-02-15,167.32
2011-02-16,168.56
2011-02-17,168.69
2011-02-18,167.08
2011-02-22,165.67
2011-02-23,162.63
2011-02-24,162.18
2011-02-25,164.05
2011-02-28,165.53
2011-03-01,163.55
2011-03-02,161.58
2011-03-03,162.71
2011-03-04,162.86
2011-03-07,161.41
2011-03-08,159.43
2011-03-09,161.85
2011-03-10,160.83
2011-03-11,159.85
2011-03-14,159.94
2011-03-15,156.09
2011-03-16,157.23
2011-03-17,155.93
2011-03-18,156.68
2011-03-21,161.62
2011-03-22,160.64
2011-03-23,160.02
2011-03-24,160.35
2011-03-25,160.51
2011-03-28,158.05
2011-03-29,156.6
2011-03-30,159.03
2011-03-31,157.38
2011-04-01,159.77
2011-04-04,160.76
2011-04-05,158.46
2011-04-06,159.89
2011-04-07,161.99
2011-04-08,163.49
2011-04-11,160.54
2011-04-12,160.25
2011-04-13,162.5
2011-04-14,157.42
2011-04-15,156.18
2011-04-18,154.2
2011-04-19,156.09
2011-04-20,153.17
2011-04-21,153.09
2011-04-25,152.58
2011-04-26,151.89
2011-04-27,153.72
2011-04-28,152.55
2011-04-29,150.28
2011-05-02,152.2
2011-05-03,150.97
2011-05-04,152.25
2011-05-05,150.87
2011-05-06,151.47
2011-05-09,149.7
2011-05-10,149.02
2011-05-11,150.0
2011-05-12,146.02
2011-05-13,142.2
2011-05-16,140.89
2011-05-17,140.26
2011-05-18,140.935
2011-05-19,141.23
2011-05-20,138.2
2011-05-23,133.64
2011-05-24,136.16
2011-05-25,135.61
2011-05-26,136.2
2011-05-27,136.25
2011-05-31,140.82
2011-06-01,139.95
2011-06-02,136.65
2011-06-03,132.98
2011-06-06,134.75
2011-06-07,134.38
2011-06-08,132.72
2011-06-09,131.95
2011-06-10,133.21
2011-06-13,136.13
2011-06-14,138.2
2011-06-15,136.07
2011-06-16,134.63
2011-06-17,137.83
2011-06-20,136.42
2011-06-21,135.5
2011-06-22,135.59
2011-06-23,133.1
2011-06-24,132.81
2011-06-27,130.75
2011-06-28,131.34
2011-06-29,129.73
2011-06-30,133.05
2011-07-01,133.43
2011-07-05,135.9
2011-07-06,133.82
2011-07-07,135.09
2011-07-08,133.32
2011-07-11,132.75
2011-07-12,131.42
2011-07-13,130.7
2011-07-14,131.72
2011-07-15,131.31
2011-07-18,129.58
2011-07-19,125.69
2011-07-20,128.0
2011-07-21,133.5
2011-07-22,135.03
2011-07-25,134.17
2011-07-26,136.62
2011-07-27,136.78
2011-07-28,134.97
2011-07-29,134.1
2011-08-01,136.93
2011-08-02,132.07
2011-08-03,131.3
2011-08-04,130.74
2011-08-05,127.75
2011-08-08,121.96
2011-08-09,120.51
2011-08-10,119.53
2011-08-11,112.94
2011-08-12,119.82
2011-08-15,117.75
2011-08-16,117.67
2011-08-17,117.24
2011-08-18,112.12
2011-08-19,111.87
2011-08-22,114.17
2011-08-23,105.99
2011-08-24,106.9
2011-08-25,114.51
2011-08-26,108.63
2011-08-29,113.65
2011-08-30,115.33
2011-08-31,115.41
2011-09-01,115.55
2011-09-02,108.46
2011-09-06,103.67
2011-09-07,105.98
2011-09-08,107.13
2011-09-09,104.38
2011-09-12,100.79
2011-09-13,103.5
2011-09-14,104.91
2011-09-15,105.17
2011-09-16,109.07
2011-09-19,105.32
2011-09-20,105.0
2011-09-21,102.81
2011-09-22,95.96
2011-09-23,92.84
2011-09-26,96.19
2011-09-27,101.24
2011-09-28,99.98
2011-09-29,98.65
2011-09-30,98.28
2011-10-03,93.94
2011-10-04,88.32
2011-10-05,93.87
2011-10-06,93.95
2011-10-07,97.91
2011-10-10,94.92
2011-10-11,94.56
2011-10-12,98.2
2011-10-13,97.87
2011-10-14,96.79
2011-10-17,95.51
2011-10-18,98.19
2011-10-19,101.55
2011-10-20,101.69
2011-10-21,101.74
2011-10-24,102.65
2011-10-25,103.05
2011-10-26,101.9
2011-10-27,110.33
2011-10-28,114.34
2011-10-31,112.79
2011-11-01,103.46
2011-11-02,106.45
2011-11-03,108.03
2011-11-04,106.33
2011-11-07,104.95
2011-11-08,106.41
2011-11-09,104.99
2011-11-10,101.87
2011-11-11,100.89
2011-11-14,100.52
2011-11-15,98.3
2011-11-16,98.87
2011-11-17,95.99
2011-11-18,92.47
2011-11-21,90.18
2011-11-22,90.71
2011-11-23,88.98
2011-11-25,87.71
2011-11-28,92.72
2011-11-29,90.35
2011-11-30,92.39
2011-12-01,94.58
2011-12-02,95.68
2011-12-05,99.56
2011-12-06,99.45
2011-12-07,100.27
2011-12-08,103.68
2011-12-09,101.09
2011-12-12,99.34
2011-12-13,99.19
2011-12-14,93.78
2011-12-15,94.75
2011-12-16,92.71
2011-12-19,90.62
2011-12-20,89.82
2011-12-21,91.04
2011-12-22,92.1
2011-12-23,94.8
2011-12-27,93.5
2011-12-28,91.66
2011-12-29,90.59
2011-12-30,90.52
2012-01-03,92.97
2012-01-04,94.73
2012-01-05,93.95
2012-01-06,93.8
2012-01-09,93.49
2012-01-10,97.36
2012-01-11,98.0
2012-01-12,100.56
2012-01-13,97.97
2012-01-17,98.63
2012-01-18,99.02
2012-01-19,106.25
2012-01-20,107.32
2012-01-23,108.49
2012-01-24,106.79
2012-01-25,106.23
2012-01-26,108.61
2012-01-27,107.77
2012-01-30,110.37
2012-01-31,110.6899
2012-02-01,112.74
2012-02-02,114.34
2012-02-03,115.61
2012-02-06,116.39
2012-02-07,116.77
2012-02-08,116.61
2012-02-09,117.27
2012-02-10,114.42
2012-02-13,116.05
2012-02-14,113.66
2012-02-15,113.28
2012-02-16,112.45
2012-02-17,115.46
2012-02-21,116.22
2012-02-22,116.22
2012-02-23,114.62
2012-02-24,116.32
2012-02-27,114.52
2012-02-28,116.0
2012-02-29,116.51
2012-03-01,115.97
2012-03-02,121.48
2012-03-05,119.6
2012-03-06,116.12
2012-03-07,114.66
2012-03-08,117.73
2012-03-09,117.62
2012-03-12,117.7
2012-03-13,118.4
2012-03-14,124.52
2012-03-15,121.73
2012-03-16,122.96
2012-03-19,122.93
2012-03-20,123.49
2012-03-21,126.68
2012-03-22,124.79
2012-03-23,125.86
2012-03-26,127.26
2012-03-27,128.59
2012-03-28,126.1
2012-03-29,125.66
2012-03-30,124.69
2012-04-02,124.14
2012-04-03,124.32
2012-04-04,120.82
2012-04-05,119.45
2012-04-09,116.06
2012-04-10,117.28
2012-04-11,116.37
2012-04-12,116.59
2012-04-13,119.99
2012-04-16,117.05
2012-04-17,119.34
2012-04-18,114.76
2012-04-19,115.1
2012-04-20,113.92
2012-04-23,110.52
2012-04-24,111.56
2012-04-25,115.11
2012-04-26,113.43
2012-04-27,114.23
2012-04-30,114.19
2012-05-01,114.84
2012-05-02,114.0
2012-05-03,113.98
2012-05-04,110.78
2012-05-07,108.53
2012-05-08,108.99
2012-05-09,107.3
2012-05-10,108.56
2012-05-11,103.42
2012-05-14,100.86
2012-05-15,100.14
2012-05-16,100.55
2012-05-17,98.57
2012-05-18,97.53
2012-05-21,94.8
2012-05-22,96.88
2012-05-23,96.75
2012-05-24,98.32
2012-05-25,96.54
2012-05-29,97.01
2012-05-30,96.68
2012-05-31,94.9
2012-06-01,94.07
2012-06-04,92.76
2012-06-05,90.96
2012-06-06,93.04
2012-06-07,96.64
2012-06-08,93.87
2012-06-11,96.18
2012-06-12,92.91
2012-06-13,93.32
2012-06-14,93.16
2012-06-15,93.67
2012-06-18,95.23
2012-06-19,94.3
2012-06-20,97.01
2012-06-21,96.8
2012-06-22,95.32
2012-06-25,92.36
2012-06-26,91.49
2012-06-27,91.19
2012-06-28,92.09
2012-06-29,96.01
2012-07-02,96.56
2012-07-03,97.13
2012-07-05,98.21
2012-07-06,94.64
2012-07-09,94.77
2012-07-10,94.86
2012-07-11,93.88
2012-07-12,94.34
2012-07-13,94.92
2012-07-16,97.73
2012-07-17,100.24
2012-07-18,97.35
2012-07-19,96.6
2012-07-20,94.47
2012-07-23,91.94
2012-07-24,93.38
2012-07-25,95.06
2012-07-26,97.39
2012-07-27,98.41
2012-07-30,101.15
2012-07-31,100.58
2012-08-01,101.27
2012-08-02,98.5
2012-08-03,99.34700000000001
2012-08-06,101.25
2012-08-07,102.38
2012-08-08,102.5
2012-08-09,102.41
2012-08-10,103.37
2012-08-13,102.55
2012-08-14,104.15
2012-08-15,103.35
2012-08-16,103.26
2012-08-17,103.81
2012-08-20,103.32
2012-08-21,105.69
2012-08-22,104.77
2012-08-23,104.59
2012-08-24,103.56
2012-08-27,105.12
2012-08-28,104.46
2012-08-29,105.36
2012-08-30,104.74
2012-08-31,105.41
2012-09-04,105.55
2012-09-05,106.9
2012-09-06,110.61
2012-09-07,113.74
2012-09-10,116.06
2012-09-11,115.23
2012-09-12,117.4
2012-09-13,118.0
2012-09-14,121.26
2012-09-17,120.33
2012-09-18,119.34
2012-09-19,120.37
2012-09-20,117.64
2012-09-21,118.36
2012-09-24,116.34
2012-09-25,117.13
2012-09-26,113.22
2012-09-27,113.74
2012-09-28,115.01
2012-10-01,116.52
2012-10-02,117.55
2012-10-03,117.62
2012-10-04,118.66
2012-10-05,120.83
2012-10-08,118.28
2012-10-09,119.39
2012-10-10,119.5
2012-10-11,120.97
2012-10-12,121.63
2012-10-15,121.7
2012-10-16,124.23
2012-10-17,123.32
2012-10-18,123.37
2012-10-19,124.46
2012-10-22,122.02
2012-10-23,120.47
2012-10-24,119.83
2012-10-25,120.83
2012-10-26,119.24
2012-10-31,119.73
2012-11-01,122.82
2012-11-02,125.38
2012-11-05,122.75
2012-11-06,124.35
2012-11-07,122.8
2012-11-08,119.21
2012-11-09,114.71
2012-11-12,116.79
2012-11-13,115.89
2012-11-14,116.65
2012-11-15,114.51
2012-11-16,115.76
2012-11-19,117.2
2012-11-20,117.93
2012-11-21,118.26
2012-11-23,118.67
2012-11-26,119.16
2012-11-27,120.5
2012-11-28,117.25
2012-11-29,120.0
2012-11-30,117.96
2012-12-03,118.42
2012-12-04,118.12
2012-12-05,117.02
2012-12-06,117.22
2012-12-07,117.77
2012-12-10,116.61
2012-12-11,117.56
2012-12-12,119.29
2012-12-13,117.81
2012-12-14,118.37
2012-12-17,120.02
2012-12-18,124.82
2012-12-19,128.57
2012-12-20,127.35
2012-12-21,126.63
2012-12-24,127.87
2012-12-26,128.16
2012-12-27,127.55
2012-12-28,125.62
2012-12-31,125.42
2013-01-02,131.3
2013-01-03,131.7
2013-01-04,130.93
2013-01-07,134.12
2013-01-08,133.72
2013-01-09,133.17
2013-01-10,135.07
2013-01-11,136.95
2013-01-14,137.19
2013-01-15,135.72
2013-01-16,138.99
2013-01-17,140.73
2013-01-18,141.35
2013-01-22,144.01
2013-01-23,145.78
2013-01-24,144.98
2013-01-25,144.18
2013-01-28,144.43
2013-01-29,144.1
2013-01-30,146.81
2013-01-31,146.26
2013-02-01,148.67
2013-02-04,148.25
2013-02-05,148.17
2013-02-06,149.79
2013-02-07,150.76
2013-02-08,150.78
2013-02-11,151.42
2013-02-12,152.48
2013-02-13,154.31
2013-02-14,153.84
2013-02-15,156.4
2013-02-19,155.69
2013-02-20,158.22
2013-02-21,153.72
2013-02-22,152.37
2013-02-25,155.14
2013-02-26,148.11
2013-02-27,147.67
2013-02-28,151.35
2013-03-01,148.11
2013-03-04,150.04
2013-03-05,153.45
2013-03-06,154.05
2013-03-07,154.7
2013-03-08,155.89
2013-03-11,152.45
2013-03-12,153.3
2013-03-13,152.03
2013-03-14,152.27
2013-03-15,151.29
2013-03-18,152.53
2013-03-19,152.61
2013-03-20,150.0
2013-03-21,149.29
2013-03-22,146.51
2013-03-25,147.99
2013-03-26,148.29
2013-03-27,145.85
2013-03-28,148.17
2013-04-01,146.67
2013-04-02,145.07
2013-04-03,146.76
2013-04-04,143.52
2013-04-05,140.61
2013-04-08,143.8
2013-04-09,144.32
2013-04-10,147.3
2013-04-11,149.48
2013-04-12,148.32
2013-04-15,148.79
2013-04-16,148.12
2013-04-17,142.99
2013-04-18,140.09
2013-04-19,139.31
2013-04-22,139.05
2013-04-23,140.55
2013-04-24,143.0
2013-04-25,144.1
2013-04-26,144.5
2013-04-29,144.54
2013-04-30,145.19
2013-05-01,145.83
2013-05-02,142.68
2013-05-03,145.31
2013-05-06,146.06
2013-05-07,149.41
2013-05-08,149.13
2013-05-09,150.09
2013-05-10,148.57
2013-05-13,147.67
2013-05-14,149.5
2013-05-15,154.05
2013-05-16,154.62
2013-05-17,155.37
2013-05-20,157.39
2013-05-21,158.67
2013-05-22,160.61
2013-05-23,156.36
2013-05-24,155.57
2013-05-28,160.87
2013-05-29,159.74
2013-05-30,162.66
2013-05-31,163.95
2013-06-03,161.51
2013-06-04,163.46
2013-06-05,161.43
2013-06-06,158.3
2013-06-07,160.85
2013-06-10,166.7
2013-06-11,165.35
2013-06-12,164.98
2013-06-13,161.14
2013-06-14,165.74
2013-06-17,164.08
2013-06-18,164.23
2013-06-19,164.16
2013-06-20,159.17
2013-06-21,157.0
2013-06-24,151.9899
2013-06-25,152.45
2013-06-26,154.48
2013-06-27,153.03
2013-06-28,152.69
2013-07-01,152.78
2013-07-02,151.04
2013-07-03,149.75
2013-07-05,152.31
2013-07-08,154.58
2013-07-09,154.98
2013-07-10,156.61
2013-07-11,158.4
2013-07-12,158.62
2013-07-15,162.8
2013-07-16,163.74
2013-07-17,159.55
2013-07-18,161.58
2013-07-19,163.75
2013-07-22,163.95
2013-07-23,166.5
2013-07-24,166.75
2013-07-25,164.29
2013-07-26,165.05
2013-07-29,164.63
2013-07-30,163.49
2013-07-31,162.53
2013-08-01,165.74
2013-08-02,166.83
2013-08-05,167.4
2013-08-06,168.09
2013-08-07,164.0
2013-08-08,164.65
2013-08-09,162.4
2013-08-12,161.73
2013-08-13,161.99
2013-08-14,163.85
2013-08-15,161.91
2013-08-16,160.26
2013-08-19,160.17
2013-08-20,158.95
2013-08-21,158.79
2013-08-22,157.81
2013-08-23,159.59
2013-08-26,158.41
2013-08-27,155.72
2013-08-28,153.0
2013-08-29,152.37
2013-08-30,153.77
2013-09-03,154.23
2013-09-04,154.76
2013-09-05,155.99
2013-09-06,156.98
2013-09-09,157.41
2013-09-10,163.0
2013-09-11,164.93
2013-09-12,164.84
2013-09-13,164.54
2013-09-16,166.38
2013-09-17,167.14
2013-09-18,166.52
2013-09-19,169.56
2013-09-20,168.21
2013-09-23,168.18
2013-09-24,165.52
2013-09-25,163.25
2013-09-26,163.13
2013-09-27,160.65
2013-09-30,157.72
2013-10-01,158.86
2013-10-02,157.98
2013-10-03,158.63
2013-10-04,157.25
2013-10-07,155.17
2013-10-08,154.63
2013-10-09,153.56
2013-10-10,156.58
2013-10-11,158.54
2013-10-14,158.38
2013-10-15,159.81
2013-10-16,158.58
2013-10-17,156.32
2013-10-18,158.84
2013-10-21,158.67
2013-10-22,160.72
2013-10-23,158.02
2013-10-24,159.45
2013-10-25,160.0
2013-10-28,162.0
2013-10-29,162.07
2013-10-30,162.56
2013-10-31,162.09
2013-11-01,161.03
2013-11-04,162.42
2013-11-05,161.67
2013-11-06,162.55
2013-11-07,163.99
2013-11-08,160.39
2013-11-11,162.5
2013-11-12,163.1
2013-11-13,161.78
2013-11-14,163.55
2013-11-15,163.18
2013-11-18,164.74
2013-11-19,165.89
2013-11-20,166.76
2013-11-21,165.25
2013-11-22,166.77
2013-11-25,168.5
2013-11-26,169.36
2013-11-27,167.96
2013-11-29,167.89
2013-12-02,169.88
2013-12-03,169.09
2013-12-04,167.31
2013-12-05,167.41
2013-12-06,167.47
2013-12-09,168.0
2013-12-10,167.87
2013-12-11,169.51
2013-12-12,166.69
2013-12-13,168.59
2013-12-16,169.31
2013-12-17,171.27
2013-12-18,171.0
2013-12-19,174.4
2013-12-20,174.66
2013-12-23,175.88
2013-12-24,176.54
2013-12-26,176.6
2013-12-27,176.72
2013-12-30,176.84
2013-12-31,176.23
2014-01-02,176.95
2014-01-03,176.35
2014-01-06,179.15
2014-01-07,180.73
2014-01-08,178.5
2014-01-09,179.19
2014-01-10,177.4
2014-01-13,178.08
2014-01-14,176.29
2014-01-15,177.5
2014-01-16,178.75
2014-01-17,175.16
2014-01-21,175.1
2014-01-22,173.23
2014-01-23,172.42
2014-01-24,168.7
2014-01-27,166.98
2014-01-28,165.03
2014-01-29,163.95
2014-01-30,165.33
2014-01-31,163.8
2014-02-03,165.19
2014-02-04,160.94
2014-02-05,160.59
2014-02-06,161.04
2014-02-07,162.78
2014-02-10,161.02
2014-02-11,161.21
2014-02-12,164.5
2014-02-13,162.37
2014-02-14,163.33
2014-02-18,164.04
2014-02-19,163.91
2014-02-20,163.49
2014-02-21,164.3
2014-02-24,164.08
2014-02-25,166.11
2014-02-26,163.26
2014-02-27,162.66
2014-02-28,164.83
2014-03-03,164.2
2014-03-04,166.64
2014-03-05,168.8
2014-03-06,172.59
2014-03-07,173.98
2014-03-10,173.6
2014-03-11,173.96
2014-03-12,169.13
2014-03-13,170.48
2014-03-14,166.9
2014-03-17,166.38
2014-03-18,167.27
2014-03-19,168.49
2014-03-20,167.88
2014-03-21,169.69
2014-03-24,167.13
2014-03-25,166.59
2014-03-26,164.72
2014-03-27,161.8
2014-03-28,162.21
2014-03-31,163.22
2014-04-01,164.76
2014-04-02,165.9
2014-04-03,167.31
2014-04-04,167.01
2014-04-07,162.95
2014-04-08,158.7
2014-04-09,157.11
2014-04-10,158.41
2014-04-11,154.45
2014-04-14,154.6
2014-04-15,155.0
2014-04-16,156.34
2014-04-17,161.03
2014-04-21,157.5
2014-04-22,157.64
2014-04-23,160.26
2014-04-24,161.04
2014-04-25,160.48
2014-04-28,158.6
2014-04-29,157.03
2014-04-30,158.38
2014-05-01,159.8
2014-05-02,160.46
2014-05-05,156.5
2014-05-06,155.85
2014-05-07,155.41
2014-05-08,155.76
2014-05-09,157.57
2014-05-12,157.91
2014-05-13,159.56
2014-05-14,160.2
2014-05-15,158.69
2014-05-16,155.61
2014-05-19,156.25
2014-05-20,157.48
2014-05-21,157.16
2014-05-22,158.95
2014-05-23,159.91
2014-05-27,161.12
2014-05-28,160.91
2014-05-29,161.14
2014-05-30,160.42
2014-06-02,159.78
2014-06-03,159.85
2014-06-04,161.44
2014-06-05,162.72
2014-06-06,162.9
2014-06-09,166.04
2014-06-10,165.86
2014-06-11,165.09
2014-06-12,165.76
2014-06-13,166.17
2014-06-16,165.52
2014-06-17,165.64
2014-06-18,167.89
2014-06-19,170.0
2014-06-20,170.32
2014-06-23,170.18
2014-06-24,169.55
2014-06-25,167.82
2014-06-26,167.0
2014-06-27,167.25
2014-06-30,166.87
2014-07-01,166.09
2014-07-02,167.0
2014-07-03,167.83
2014-07-07,168.76
2014-07-08,166.74
2014-07-09,165.24
2014-07-10,162.22
2014-07-11,163.02
2014-07-14,167.18
2014-07-15,169.7
2014-07-16,169.2
2014-07-17,170.21
2014-07-18,170.41
2014-07-21,170.17
2014-07-22,172.38
2014-07-23,175.21
2014-07-24,176.8
2014-07-25,175.91
2014-07-28,175.0
2014-07-29,176.17
2014-07-30,175.96
2014-07-31,174.44
2014-08-01,172.38
2014-08-04,170.57
2014-08-05,171.3
2014-08-06,168.15
2014-08-07,170.3
2014-08-08,169.35
2014-08-11,172.75
2014-08-12,171.78
2014-08-13,172.4
2014-08-14,172.8
2014-08-15,172.84
2014-08-18,173.25
2014-08-19,174.91
2014-08-20,173.28
2014-08-21,174.24
2014-08-22,175.35
2014-08-25,176.46
2014-08-26,178.47
2014-08-27,178.36
2014-08-28,177.05
2014-08-29,178.32
2014-09-02,179.26
2014-09-03,180.48
2014-09-04,179.93
2014-09-05,179.58
2014-09-08,179.58
2014-09-09,177.93
2014-09-10,178.33
2014-09-11,178.77
2014-09-12,180.63
2014-09-15,182.91
2014-09-16,183.9
2014-09-17,183.82
2014-09-18,185.83
2014-09-19,188.26
2014-09-22,186.0
2014-09-23,185.78
2014-09-24,185.26
2014-09-25,187.46
2014-09-26,184.75
2014-09-29,183.11
2014-09-30,184.41
2014-10-01,183.19
2014-10-02,180.6
2014-10-03,184.61
2014-10-06,189.07
2014-10-07,186.56
2014-10-08,184.03
2014-10-09,185.82
2014-10-10,181.57
2014-10-13,181.0
2014-10-14,179.48
2014-10-15,176.67
2014-10-16,172.02
2014-10-17,175.8
2014-10-20,176.21
2014-10-21,179.22
2014-10-22,180.55
2014-10-23,178.8
2014-10-24,180.27
2014-10-27,182.86
2014-10-28,184.16
2014-10-29,186.09
2014-10-30,185.48
2014-10-31,189.24
2014-11-03,190.35
2014-11-04,190.47
2014-11-05,191.58
2014-11-06,190.38
2014-11-07,191.25
2014-11-10,190.51
2014-11-11,191.81
2014-11-12,190.66
2014-11-13,190.84
2014-11-14,190.36
2014-11-17,189.52
2014-11-18,189.62
2014-11-19,189.71
2014-11-20,187.82
2014-11-21,191.52
2014-11-24,190.14
2014-11-25,190.5
2014-11-26,189.92
2014-11-28,188.4
2014-12-01,188.0
2014-12-02,189.31
2014-12-03,189.75
2014-12-04,190.78
2014-12-05,192.72
2014-12-08,195.45
2014-12-09,193.69
2014-12-10,195.48
2014-12-11,193.0
2014-12-12,191.71
2014-12-15,190.24
2014-12-16,183.96
2014-12-17,184.11
2014-12-18,188.0
2014-12-19,192.26
2014-12-22,193.92
2014-12-23,195.34
2014-12-24,196.61
2014-12-26,196.09
2014-12-29,195.57
2014-12-30,195.5
2014-12-31,196.5
2015-01-02,195.3
2015-01-05,193.06
2015-01-06,188.3
2015-01-07,186.85
2015-01-08,189.35
2015-01-09,190.48
2015-01-12,187.36
2015-01-13,186.58
2015-01-14,181.18
2015-01-15,180.18
2015-01-16,176.74
2015-01-20,177.57
2015-01-21,174.55
