dt,close
2010-07-14,17.84
2010-07-15,18.3
2010-07-16,17.7
2010-07-19,18.1
2010-07-20,18.16
2010-07-21,17.78
2010-07-22,17.77
2010-07-23,17.75
2010-07-26,18.28
2010-07-27,18.09
2010-07-28,17.91
2010-07-29,17.48
2010-07-30,17.41
2010-08-02,17.78
2010-08-03,17.48
2010-08-04,17.73
2010-08-05,17.64
2010-08-06,17.65
2010-08-09,18.1
2010-08-10,18.1
2010-08-11,17.52
2010-08-12,17.44
2010-08-13,17.46
2010-08-16,17.42
2010-08-17,17.94
2010-08-18,17.78
2010-08-19,17.6
2010-08-20,17.54
2010-08-23,17.55
2010-08-24,17.355
2010-08-25,17.38
2010-08-26,16.98
2010-08-27,17.34
2010-08-30,17.03
2010-08-31,17.16
2010-09-01,17.45
2010-09-02,17.43
2010-09-03,17.79
2010-09-07,17.65
2010-09-08,17.56
2010-09-09,17.7
2010-09-10,17.9
2010-09-13,17.95
2010-09-14,18.02
2010-09-15,18.03
2010-09-16,18.14
2010-09-17,18.175
2010-09-20,18.4
2010-09-21,18.31
2010-09-22,18.38
2010-09-23,18.44
2010-09-24,18.92
2010-09-27,18.65
2010-09-28,18.81
2010-09-29,18.8
2010-09-30,18.8
2010-10-01,18.9
2010-10-04,18.68
2010-10-05,18.83
2010-10-06,18.79
2010-10-07,18.61
2010-10-08,18.6
2010-10-11,18.39
2010-10-12,18.73
2010-10-13,18.93
2010-10-14,18.94
2010-10-15,19.33
2010-10-18,18.93
2010-10-19,18.83
2010-10-20,18.98
2010-10-21,19.17
2010-10-22,19.39
2010-10-25,19.65
2010-10-26,19.6
2010-10-27,20.25
2010-10-28,20.49
2010-10-29,20.32
2010-11-01,20.18
2010-11-02,20.15
2010-11-03,20.16
2010-11-04,20.23
2010-11-05,20.14
2010-11-08,20.01
2010-11-09,19.48
2010-11-10,19.51
2010-11-11,19.47
2010-11-12,19.24
2010-11-15,19.25
2010-11-16,18.96
2010-11-17,19.01
2010-11-18,19.24
2010-11-19,19.83
2010-11-22,20.15
2010-11-23,20.14
2010-11-24,20.5475
2010-11-26,20.3302
2010-11-29,20.04
2010-11-30,19.565
2010-12-01,19.77
2010-12-02,19.74
2010-12-03,19.9
2010-12-06,20.16
2010-12-07,20.13
2010-12-08,20.08
2010-12-09,20.11
2010-12-10,20.14
2010-12-13,19.85
2010-12-14,20.68
2010-12-15,20.85
2010-12-16,21.33
2010-12-17,21.39
2010-12-20,21.21
2010-12-21,21.21
2010-12-22,21.42
2010-12-23,21.41
2010-12-27,21.43
2010-12-28,21.26
2010-12-29,21.2
2010-12-30,21.17
2010-12-31,21.13
2011-01-03,21.66
2011-01-04,21.49
2011-01-05,21.69
2011-01-06,22.47
2011-01-07,22.31
2011-01-10,22.42
2011-01-11,22.58
2011-01-12,22.59
2011-01-13,22.72
2011-01-14,22.8
2011-01-18,23.85
2011-01-19,23.02
2011-01-20,23.4
2011-01-21,22.99
2011-01-24,23.51
2011-01-25,23.81
2011-01-26,23.95
2011-01-27,23.7
2011-01-28,22.91
2011-01-31,23.17
2011-02-01,23.54
2011-02-02,23.14
2011-02-03,23.55
2011-02-04,23.18
2011-02-07,23.3
2011-02-08,23.01
2011-02-09,23.32
2011-02-10,23.42
2011-02-11,23.35
2011-02-14,23.37
2011-02-15,23.34
2011-02-16,23.34
2011-02-17,23.6
2011-02-18,23.34
2011-02-22,22.85
2011-02-23,22.46
2011-02-24,22.13
2011-02-25,22.6
2011-02-28,22.88
2011-03-01,22.69
2011-03-02,22.64
2011-03-03,23.09
2011-03-04,22.76
2011-03-07,22.55
2011-03-08,22.84
2011-03-09,22.66
2011-03-10,22.34
2011-03-11,22.35
2011-03-14,22.21
2011-03-15,21.79
2011-03-16,21.15
2011-03-17,21.48
2011-03-18,21.66
2011-03-21,21.83
2011-03-22,22.05
2011-03-23,21.97
2011-03-24,22.33
2011-03-25,22.31
2011-03-28,22.12
2011-03-29,22.44
2011-03-30,22.78
2011-03-31,22.67
2011-04-01,23.22
2011-04-04,23.38
2011-04-05,23.33
2011-04-06,23.21
2011-04-07,23.23
2011-04-08,23.45
2011-04-11,23.62
2011-04-12,23.48
2011-04-13,23.48
2011-04-14,23.18
2011-04-15,23.89
2011-04-18,23.48
2011-04-19,24.02
2011-04-20,24.785
2011-04-21,24.66
2011-04-25,25.03
2011-04-26,25.2
2011-04-27,25.24
2011-04-28,25.01
2011-04-29,24.92
2011-05-02,24.84
2011-05-03,24.22
2011-05-04,24.075
2011-05-05,24.04
2011-05-06,23.89
2011-05-09,23.96
2011-05-10,24.22
2011-05-11,23.59
2011-05-12,24.08
2011-05-13,24.09
2011-05-16,23.8
2011-05-17,23.64
2011-05-18,23.9
2011-05-19,24.08
2011-05-20,23.8
2011-05-23,23.3
2011-05-24,23.4
2011-05-25,22.96
2011-05-26,23.0
2011-05-27,23.4
2011-05-31,23.55
2011-06-01,23.21
2011-06-02,23.24
2011-06-03,22.8401
2011-06-06,22.42
2011-06-07,22.57
2011-06-08,22.53
2011-06-09,22.54
2011-06-10,22.02
2011-06-13,22.1
2011-06-14,22.53
2011-06-15,22.07
2011-06-16,22.15
2011-06-17,22.265
2011-06-20,22.57
2011-06-21,22.84
2011-06-22,22.85
2011-06-23,22.92
2011-06-24,23.11
2011-06-27,23.24
2011-06-28,23.75
2011-06-29,24.17
2011-06-30,24.68
2011-07-01,24.97
2011-07-05,24.78
2011-07-06,24.74
2011-07-07,24.89
2011-07-08,24.98
2011-07-11,24.34
2011-07-12,24.13
2011-07-13,24.0
2011-07-14,23.85
2011-07-15,23.57
2011-07-18,23.13
2011-07-19,23.69
2011-07-20,23.4
2011-07-21,23.7
2011-07-22,23.94
2011-07-25,23.57
2011-07-26,23.53
2011-07-27,22.89
2011-07-28,23.21
2011-07-29,22.79
2011-08-01,22.145
2011-08-02,20.85
2011-08-03,20.41
2011-08-04,19.07
2011-08-05,19.26
2011-08-08,17.88
2011-08-09,18.61
2011-08-10,17.38
2011-08-11,18.79
2011-08-12,19.23
2011-08-15,19.84
2011-08-16,20.0
2011-08-17,19.85
2011-08-18,18.55
2011-08-19,17.82
2011-08-22,17.71
2011-08-23,18.37
2011-08-24,18.73
2011-08-25,18.29
2011-08-26,19.23
2011-08-29,20.04
2011-08-30,20.38
2011-08-31,20.76
2011-09-01,20.27
2011-09-02,19.39
2011-09-06,19.26
2011-09-07,19.85
2011-09-08,19.5
2011-09-09,19.36
2011-09-12,19.54
2011-09-13,20.22
2011-09-14,20.065
2011-09-15,20.16
2011-09-16,20.51
2011-09-19,20.28
2011-09-20,20.18
2011-09-21,19.4
2011-09-22,18.32
2011-09-23,18.29
2011-09-26,18.47
2011-09-27,18.52
2011-09-28,17.71
2011-09-29,17.68
2011-09-30,16.99
2011-10-03,16.175
2011-10-04,16.15
2011-10-05,16.85
2011-10-06,17.55
2011-10-07,17.33
2011-10-10,17.88
2011-10-11,17.91
2011-10-12,18.03
2011-10-13,17.87
2011-10-14,17.67
2011-10-17,17.34
2011-10-18,17.54
2011-10-19,17.33
2011-10-20,17.38
2011-10-21,18.04
2011-10-24,18.53
2011-10-25,18.2
2011-10-26,19.55
2011-10-27,20.35
2011-10-28,20.29
2011-10-31,19.57
2011-11-01,18.61
2011-11-02,18.69
2011-11-03,18.89
2011-11-04,18.5
2011-11-07,18.68
2011-11-08,18.99
2011-11-09,18.1
2011-11-10,18.35
2011-11-11,18.72
2011-11-14,18.46
2011-11-15,18.69
2011-11-16,18.18
2011-11-17,17.9
2011-11-18,17.86
2011-11-21,17.67
2011-11-22,17.89
2011-11-23,17.62
2011-11-25,17.41
2011-11-28,18.26
2011-11-29,18.49
2011-11-30,19.53
2011-12-01,19.69
2011-12-02,19.49
2011-12-05,19.99
2011-12-06,19.8
2011-12-07,20.03
2011-12-08,19.36
2011-12-09,20.0
2011-12-12,20.12
2011-12-13,20.05
2011-12-14,19.95
2011-12-15,20.25
2011-12-16,20.855
2011-12-19,20.61
2011-12-20,21.47
2011-12-21,21.24
2011-12-22,21.56
2011-12-23,21.82
2011-12-27,21.48
2011-12-28,21.495
2011-12-29,21.81
2011-12-30,21.46
2012-01-03,22.18
2012-01-04,21.735
2012-01-05,21.48
2012-01-06,21.5
2012-01-09,21.71
2012-01-10,22.19
2012-01-11,22.31
2012-01-12,22.27
2012-01-13,21.7
2012-01-17,21.58
2012-01-18,21.84
2012-01-19,21.87
2012-01-20,21.56
2012-01-23,21.52
2012-01-24,20.85
2012-01-25,21.22
2012-01-26,21.19
2012-01-27,21.04
2012-01-30,20.99
2012-01-31,20.74
2012-02-01,21.97
2012-02-02,21.77
2012-02-03,22.44
2012-02-06,22.33
2012-02-07,22.54
2012-02-08,22.9
2012-02-09,22.95
2012-02-10,22.79
2012-02-13,22.95
2012-02-14,23.24
2012-02-15,23.15
2012-02-16,23.6
2012-02-17,23.41
2012-02-21,22.69
2012-02-22,23.44
2012-02-23,23.7
2012-02-24,23.47
2012-02-27,23.19
2012-02-28,23.19
2012-02-29,23.45
2012-03-01,23.63
2012-03-02,23.15
2012-03-05,22.65
2012-03-06,22.2
2012-03-07,22.37
2012-03-08,22.58
2012-03-09,22.96
2012-03-12,22.8
2012-03-13,23.125
2012-03-14,22.65
2012-03-15,22.96
2012-03-16,22.89
2012-03-19,22.86
2012-03-20,22.73
2012-03-21,23.06
2012-03-22,23.07
2012-03-23,22.98
2012-03-26,23.32
2012-03-27,23.35
2012-03-28,23.14
2012-03-29,23.21
2012-03-30,23.44
2012-04-02,23.52
2012-04-03,23.53
2012-04-04,23.16
2012-04-05,22.59
2012-04-09,21.98
2012-04-10,21.53
2012-04-11,21.9
2012-04-12,22.39
2012-04-13,22.06
2012-04-16,22.11
2012-04-17,22.66
2012-04-18,22.5
2012-04-19,22.09
2012-04-20,21.85
2012-04-23,21.56
2012-04-24,21.94
2012-04-25,22.22
2012-04-26,22.12
2012-04-27,22.08
2012-04-30,21.695
2012-05-01,21.69
2012-05-02,21.42
2012-05-03,21.23
2012-05-04,21.0
2012-05-07,21.05
2012-05-08,21.01
2012-05-09,20.64
2012-05-10,21.09
2012-05-11,21.51
2012-05-14,21.42
2012-05-15,21.22
2012-05-16,21.27
2012-05-17,21.17
2012-05-18,20.84
2012-05-21,21.2
2012-05-22,21.275
2012-05-23,20.89
2012-05-24,21.27
2012-05-25,21.62
2012-05-29,21.88
2012-05-30,21.53
2012-05-31,21.67
2012-06-01,20.99
2012-06-04,20.9
2012-06-05,20.97
2012-06-06,21.38
2012-06-07,21.42
2012-06-08,21.54
2012-06-11,21.11
2012-06-12,21.01
2012-06-13,20.87
2012-06-14,21.02
2012-06-15,21.21
2012-06-18,21.06
2012-06-19,21.33
2012-06-20,21.53
2012-06-21,21.11
2012-06-22,21.23
2012-06-25,20.79
2012-06-26,20.66
2012-06-27,20.95
2012-06-28,20.8
2012-06-29,21.38
2012-07-02,21.72
2012-07-03,22.07
2012-07-05,21.77
2012-07-06,21.6
2012-07-09,21.83
2012-07-10,21.6
2012-07-11,21.65
2012-07-12,21.59
2012-07-13,22.06
2012-07-16,22.09
2012-07-17,22.49
2012-07-18,22.55
2012-07-19,22.61
2012-07-20,22.3
2012-07-23,22.01
2012-07-24,21.555
2012-07-25,21.69
2012-07-26,22.75
2012-07-27,23.29
2012-07-30,23.35
2012-07-31,23.03
2012-08-01,22.93
2012-08-02,22.73
2012-08-03,23.12
2012-08-06,23.24
2012-08-07,23.25
2012-08-08,23.16
2012-08-09,23.33
2012-08-10,23.445
2012-08-13,23.49
2012-08-14,23.4
2012-08-15,23.63
2012-08-16,23.72
2012-08-17,23.64
2012-08-20,23.89
2012-08-21,23.83
2012-08-22,23.76
2012-08-23,23.56
2012-08-24,23.78
2012-08-27,23.6
2012-08-28,23.42
2012-08-29,23.61
2012-08-30,23.485
2012-08-31,23.57
2012-09-04,23.63
2012-09-05,23.79
2012-09-06,24.07
2012-09-07,24.05
2012-09-10,23.95
2012-09-11,24.01
2012-09-12,23.96
2012-09-13,24.28
2012-09-14,24.3
2012-09-17,24.2
2012-09-18,24.36
2012-09-19,24.405
2012-09-20,24.49
2012-09-21,24.53
2012-09-24,24.2
2012-09-25,24.2
2012-09-26,24.04
2012-09-27,24.49
2012-09-28,24.37
2012-10-01,24.33
2012-10-02,24.37
2012-10-03,24.52
2012-10-04,24.67
2012-10-05,24.62
2012-10-08,24.54
2012-10-09,24.08
2012-10-10,23.95
2012-10-11,23.96
2012-10-12,23.78
2012-10-15,23.97
2012-10-16,24.02
2012-10-17,24.29
2012-10-18,24.12
2012-10-19,23.65
2012-10-22,23.66
2012-10-23,23.44
2012-10-24,23.95
2012-10-25,25.0
2012-10-26,25.21
2012-10-31,25.34
2012-11-01,25.89
2012-11-02,25.68
2012-11-05,25.84
2012-11-06,26.03
2012-11-07,25.82
2012-11-08,25.66
2012-11-09,25.88
2012-11-12,26.05
2012-11-13,26.15
2012-11-14,25.585
2012-11-15,25.48
2012-11-16,25.56
2012-11-19,25.96
2012-11-20,26.04
2012-11-21,26.49
2012-11-23,27.11
2012-11-26,26.99
2012-11-27,27.19
2012-11-28,27.18
2012-11-29,27.3
2012-11-30,27.215
2012-12-03,27.36
2012-12-04,27.37
2012-12-05,27.26
2012-12-06,27.31
2012-12-07,27.24
2012-12-10,28.03
2012-12-11,27.85
2012-12-12,27.84
2012-12-13,27.98
2012-12-14,27.98
2012-12-17,28.19
2012-12-18,28.32
2012-12-19,27.72
2012-12-20,27.78
2012-12-21,27.82
2012-12-24,27.95
2012-12-26,27.46
2012-12-27,27.34
2012-12-28,26.92
2012-12-31,27.48
2013-01-02,27.69
2013-01-03,27.62
2013-01-04,28.185
2013-01-07,27.95
2013-01-08,27.78
2013-01-09,28.02
2013-01-10,28.25
2013-01-11,27.85
2013-01-14,27.55
2013-01-15,27.98
2013-01-16,28.06
2013-01-17,28.04
2013-01-18,27.99
2013-01-22,27.89
2013-01-23,28.15
2013-01-24,28.33
2013-01-25,28.47
2013-01-28,28.25
2013-01-29,28.29
2013-01-30,28.21
2013-01-31,28.29
2013-02-01,28.89
2013-02-04,28.64
2013-02-05,28.97
2013-02-06,28.81
2013-02-07,28.8
2013-02-08,28.86
2013-02-11,28.85
2013-02-12,28.8
2013-02-13,28.86
2013-02-14,29.16
2013-02-15,29.22
2013-02-19,29.11
2013-02-20,28.71
2013-02-21,28.8
2013-02-22,28.98
2013-02-25,28.53
2013-02-26,28.33
2013-02-27,28.56
2013-02-28,29.6
2013-03-01,30.1
2013-03-04,30.73
2013-03-05,30.69
2013-03-06,30.89
2013-03-07,30.79
2013-03-08,30.72
2013-03-11,30.77
2013-03-12,30.96
2013-03-13,30.97
2013-03-14,31.01
2013-03-15,30.48
2013-03-18,30.68
2013-03-19,30.77
2013-03-20,30.77
2013-03-21,30.19
2013-03-22,29.82
2013-03-25,29.27
2013-03-26,29.02
2013-03-27,28.74
2013-03-28,28.94
2013-04-01,28.695
2013-04-02,28.6
2013-04-03,28.52
2013-04-04,28.64
2013-04-05,28.63
2013-04-08,28.37
2013-04-09,28.6
2013-04-10,28.54
2013-04-11,28.94
2013-04-12,28.67
2013-04-15,28.1
2013-04-16,28.3
2013-04-17,28.02
2013-04-18,27.96
2013-04-19,28.33
2013-04-22,28.33
2013-04-23,28.62
2013-04-24,28.69
2013-04-25,29.29
2013-04-26,29.32
2013-04-29,29.0
2013-04-30,29.11
2013-05-01,28.7
2013-05-02,28.83
2013-05-03,28.9
2013-05-06,29.44
2013-05-07,29.69
2013-05-08,29.32
2013-05-09,29.27
2013-05-10,29.65
2013-05-13,29.2
2013-05-14,30.09
2013-05-15,30.49
2013-05-16,30.7
2013-05-17,31.4
2013-05-20,31.29
2013-05-21,31.23
2013-05-22,31.56
2013-05-23,31.75
2013-05-24,31.19
2013-05-28,31.63
2013-05-29,31.11
2013-05-30,30.97
2013-05-31,30.49
2013-06-03,30.39
2013-06-04,29.87
2013-06-05,29.88
2013-06-06,30.41
2013-06-07,30.58
2013-06-10,30.71
2013-06-11,30.78
2013-06-12,30.84
2013-06-13,31.34
2013-06-14,31.67
2013-06-17,31.55
2013-06-18,31.88
2013-06-19,31.28
2013-06-20,30.35
2013-06-21,30.62
2013-06-24,30.25
2013-06-25,30.4
2013-06-26,30.48
2013-06-27,30.9
2013-06-28,31.05
2013-07-01,30.86
2013-07-02,30.37
2013-07-03,30.47
2013-07-05,30.83
2013-07-08,30.9
2013-07-09,31.19
2013-07-10,31.27
2013-07-11,31.44
2013-07-12,32.09
2013-07-15,32.12
2013-07-16,32.1
2013-07-17,31.98
2013-07-18,32.29
2013-07-19,32.67
2013-07-22,32.66
2013-07-23,32.32
2013-07-24,32.39
2013-07-25,32.59
2013-07-26,33.44
2013-07-29,33.1
2013-07-30,33.41
2013-07-31,33.57
2013-08-01,33.99
2013-08-02,36.4
2013-08-05,36.88
2013-08-06,36.82
2013-08-07,37.09
2013-08-08,37.05
2013-08-09,37.2
2013-08-12,37.19
2013-08-13,37.15
2013-08-14,36.82
2013-08-15,36.2
2013-08-16,36.19
2013-08-19,35.98
2013-08-20,35.73
2013-08-21,35.44
2013-08-22,35.58
2013-08-23,35.79
2013-08-26,35.53
2013-08-27,34.76
2013-08-28,35.06
2013-08-29,35.34
2013-08-30,35.34
2013-09-03,35.71
2013-09-04,35.93
2013-09-05,35.88
2013-09-06,35.28
2013-09-09,36.5
2013-09-10,38.23
2013-09-11,38.05
2013-09-12,38.73
2013-09-13,38.92
2013-09-16,38.945
2013-09-17,38.51
2013-09-18,38.61
2013-09-19,38.33
2013-09-20,38.67
2013-09-23,38.07
2013-09-24,38.13
2013-09-25,38.14
2013-09-26,38.37
2013-09-27,38.33
2013-09-30,38.17
2013-10-01,39.44
2013-10-02,39.49
2013-10-03,39.99
2013-10-04,40.25
2013-10-07,40.06
2013-10-08,38.86
2013-10-09,38.92
2013-10-10,39.745
2013-10-11,39.91
2013-10-14,39.485
2013-10-15,39.19
2013-10-16,39.69
2013-10-17,39.7
2013-10-18,38.56
2013-10-21,38.555
2013-10-22,38.99
2013-10-23,38.63
2013-10-24,38.48
2013-10-25,38.43
2013-10-28,38.24
2013-10-29,38.64
2013-10-30,38.41
2013-10-31,37.86
2013-11-01,38.0
2013-11-04,39.38
2013-11-05,39.86
2013-11-06,39.515
2013-11-07,38.99
2013-11-08,40.4
2013-11-11,41.07
2013-11-12,41.42
2013-11-13,41.63
2013-11-14,41.97
2013-11-15,42.37
2013-11-18,41.81
2013-11-19,41.9
2013-11-20,42.32
2013-11-21,42.38
2013-11-22,42.66
2013-11-25,44.21
2013-11-26,44.51
2013-11-27,44.14
2013-11-29,44.1322
2013-12-02,44.36
2013-12-03,43.24
2013-12-04,42.975
2013-12-05,43.35
2013-12-06,44.14
2013-12-09,43.86
2013-12-10,42.61
2013-12-11,41.41
2013-12-12,41.87
2013-12-13,41.79
2013-12-16,41.9
2013-12-17,41.855
2013-12-18,42.83
2013-12-19,42.53
2013-12-20,42.55
2013-12-23,42.72
2013-12-24,42.565
2013-12-26,42.82
2013-12-27,42.79
2013-12-30,42.92
2013-12-31,43.39
2014-01-02,42.59
2014-01-03,42.71
2014-01-06,42.27
2014-01-07,42.97
2014-01-08,44.73
2014-01-09,45.09
2014-01-10,45.97
2014-01-13,45.25
2014-01-14,46.22
2014-01-15,45.46
2014-01-16,45.415
2014-01-17,45.75
2014-01-21,46.45
2014-01-22,45.91
2014-01-23,45.27
2014-01-24,44.32
2014-01-27,44.01
2014-01-28,44.7
2014-01-29,44.485
2014-01-30,45.54
2014-01-31,45.41
2014-02-03,43.66
2014-02-04,43.64
2014-02-05,43.43
2014-02-06,43.49
2014-02-07,45.07
2014-02-10,44.84
2014-02-11,45.49
2014-02-12,45.65
2014-02-13,46.18
2014-02-14,46.1
2014-02-18,48.29
2014-02-19,51.15
2014-02-20,52.26
2014-02-21,51.93
2014-02-24,51.03
2014-02-25,51.33
2014-02-26,51.42
2014-02-27,56.2962
2014-02-28,55.58
2014-03-03,55.53
2014-03-04,57.2
2014-03-05,55.84
2014-03-06,54.55
2014-03-07,54.86
2014-03-10,53.42
2014-03-11,54.0
2014-03-12,53.05
2014-03-13,52.025
2014-03-14,52.63
2014-03-17,53.51
2014-03-18,53.91
2014-03-19,53.3
2014-03-20,52.61
2014-03-21,52.15
2014-03-24,49.97
2014-03-25,50.71
2014-03-26,49.16
2014-03-27,48.58
2014-03-28,48.82
2014-03-31,48.83
2014-04-01,49.315
2014-04-02,50.77
2014-04-03,49.87
2014-04-04,50.63
2014-04-07,48.4
2014-04-08,47.64
2014-04-09,48.57
2014-04-10,47.08
2014-04-11,45.72
2014-04-14,46.03
2014-04-15,46.23
2014-04-16,47.21
2014-04-17,46.92
2014-04-21,48.32
2014-04-22,49.85
2014-04-23,50.28
2014-04-24,50.34
2014-04-25,52.11
2014-04-28,50.67
2014-04-29,50.88
2014-04-30,50.78
2014-05-01,49.74
2014-05-02,49.81
2014-05-05,49.89
2014-05-06,48.48
2014-05-07,48.15
2014-05-08,47.32
2014-05-09,46.17
2014-05-12,47.57
2014-05-13,47.58
2014-05-14,47.47
2014-05-15,48.03
2014-05-16,46.96
2014-05-19,47.14
2014-05-20,46.19
2014-05-21,46.465
2014-05-22,47.43
2014-05-23,48.03
2014-05-27,48.42
2014-05-28,48.875
2014-05-29,49.73
2014-05-30,49.83
2014-06-02,49.99
2014-06-03,49.89
2014-06-04,49.58
2014-06-05,49.84
2014-06-06,49.73
2014-06-09,49.42
2014-06-10,49.22
2014-06-11,49.68
2014-06-12,49.65
2014-06-13,50.2
2014-06-16,50.4
2014-06-17,50.7
2014-06-18,50.6
2014-06-19,50.4
2014-06-20,51.12
2014-06-23,50.79
2014-06-24,51.57
2014-06-25,51.62
2014-06-26,51.88
2014-06-27,51.51
2014-06-30,51.56
2014-07-01,51.9
2014-07-02,52.13
2014-07-03,51.79
2014-07-07,50.56
2014-07-08,50.27
2014-07-09,50.06
2014-07-10,50.7
2014-07-11,50.19
2014-07-14,51.25
2014-07-15,52.16
2014-07-16,51.62
2014-07-17,51.44
2014-07-18,51.89
2014-07-21,51.4
2014-07-22,52.07
2014-07-23,52.34
2014-07-24,51.89
2014-07-25,51.75
2014-07-28,50.525
2014-07-29,50.39
2014-07-30,50.55
2014-07-31,49.38
2014-08-01,49.22
2014-08-04,49.1
2014-08-05,48.47
2014-08-06,47.92
2014-08-07,46.5
2014-08-08,45.85
2014-08-11,45.35
2014-08-12,44.965
2014-08-13,45.39
2014-08-14,46.16
2014-08-15,46.47
2014-08-18,46.49
2014-08-19,47.04
2014-08-20,48.6
2014-08-21,47.75
2014-08-22,48.22
2014-08-25,48.51
2014-08-26,48.3
2014-08-27,48.08
2014-08-28,48.13
2014-08-29,48.59
2014-09-02,48.66
2014-09-03,47.81
2014-09-04,46.95
2014-09-05,46.98
2014-09-08,47.955
2014-09-09,47.47
2014-09-10,47.44
2014-09-11,47.79
2014-09-12,47.07
2014-09-15,46.76
2014-09-16,47.95
2014-09-17,48.0
2014-09-18,48.44
2014-09-19,47.35
2014-09-22,46.53
2014-09-23,46.615
2014-09-24,46.43
2014-09-25,45.95
2014-09-26,46.28
2014-09-29,45.79
2014-09-30,45.5
2014-10-01,45.28
2014-10-02,46.49
2014-10-03,50.23
2014-10-06,50.98
2014-10-07,50.14
2014-10-08,51.23
2014-10-09,50.12
2014-10-10,49.36
2014-10-13,47.65
2014-10-14,46.82
2014-10-15,47.38
2014-10-16,48.79
2014-10-17,49.46
2014-10-20,50.31
2014-10-21,52.045
2014-10-22,50.36
2014-10-23,50.42
2014-10-24,51.22
2014-10-27,50.95
2014-10-28,51.71
2014-10-29,50.85
2014-10-30,52.36
2014-10-31,53.53
2014-11-03,53.59
2014-11-04,53.75
2014-11-05,53.48
2014-11-06,53.49
2014-11-07,53.11
2014-11-10,53.95
2014-11-11,53.51
2014-11-12,53.79
2014-11-13,54.73
2014-11-14,54.04
2014-11-17,55.13
2014-11-18,56.26
2014-11-19,55.67
2014-11-20,55.22
2014-11-21,55.79
2014-11-24,55.95
2014-11-25,56.16
2014-11-26,58.62
2014-11-28,58.1143
2014-12-01,57.79
2014-12-02,57.83
2014-12-03,58.22
2014-12-04,58.22
2014-12-05,58.38
2014-12-08,57.23
2014-12-09,56.59
2014-12-10,54.99
2014-12-11,54.71
2014-12-12,53.33
2014-12-15,54.52
2014-12-16,53.55
2014-12-17,55.25
2014-12-18,56.84
2014-12-19,57.5
2014-12-22,57.01
2014-12-23,56.58
2014-12-24,56.97
2014-12-26,57.6
2014-12-29,57.7
2014-12-30,56.94
2014-12-31,56.38
2015-01-02,56.34
2015-01-05,55.7
2015-01-06,54.16
2015-01-07,56.1
2015-01-08,56.64
2015-01-09,55.84
2015-01-12,55.27
2015-01-13,55.48
2015-01-14,54.58
2015-01-15,52.74
2015-01-16,56.01
2015-01-20,55.11
2015-01-21,54.59
